시/도,군/구,지역명,ID,URL
태안군 소원면 | 근흥면,기타,의항항,364,https://www.badatime.com/364/tide
태안군 소원면 | 근흥면,기타,정산포항,633,https://www.badatime.com/633/tide
태안군 소원면 | 근흥면,기타,정죽리,360,https://www.badatime.com/360/tide
태안군 소원면 | 근흥면,기타,채석포항,359,https://www.badatime.com/359/tide
태안군 소원면 | 근흥면,기타,천리포항,135,https://www.badatime.com/135/tide
태안군 소원면 | 근흥면,기타,통개항,361,https://www.badatime.com/361/tide
태안군 소원면 | 근흥면,기타,황골,1407,https://www.badatime.com/1407/tide
태안군 안면읍,기타,나치도,1403,https://www.badatime.com/1403/tide
태안군 안면읍,기타,내포항,1389,https://www.badatime.com/1389/tide
태안군 안면읍,기타,대아도항,432,https://www.badatime.com/432/tide
태안군 안면읍,기타,방포항,358,https://www.badatime.com/358/tide
태안군 안면읍,기타,백사장항,175,https://www.badatime.com/175/tide
태안군 안면읍,기타,안면암,357,https://www.badatime.com/357/tide
태안군 안면읍,기타,외도,130,https://www.badatime.com/130/tide
태안군 안면읍,기타,우포나루터,1396,https://www.badatime.com/1396/tide
태안군 안면읍,기타,황도어항,1395,https://www.badatime.com/1395/tide
태안군 안면읍,기타,황포항,1388,https://www.badatime.com/1388/tide
태안군 이원면 | 원북면,기타,만대항,366,https://www.badatime.com/366/tide
태안군 이원면 | 원북면,기타,민어도,628,https://www.badatime.com/628/tide
태안군 이원면 | 원북면,기타,밤섬,627,https://www.badatime.com/627/tide
태안군 이원면 | 원북면,기타,사창리,368,https://www.badatime.com/368/tide
태안군 이원면 | 원북면,기타,장구섬,625,https://www.badatime.com/625/tide
태안군 이원면 | 원북면,기타,태안,231,https://www.badatime.com/231/tide
태안군 이원면 | 원북면,기타,학암포,136,https://www.badatime.com/136/tide
태안군 이원면 | 원북면,기타,황촌리,365,https://www.badatime.com/365/tide
평택시,기타,아산항,623,https://www.badatime.com/623/tide
평택시,기타,원정리,372,https://www.badatime.com/372/tide
평택시,기타,평택,149,https://www.badatime.com/149/tide
평택시,기타,평택동부두,437,https://www.badatime.com/437/tide
해남군 북일면 | 북평면,기타,남성방파제,664,https://www.badatime.com/664/tide
해남군 북일면 | 북평면,기타,내동리,300,https://www.badatime.com/300/tide
해남군 북일면 | 북평면,기타,내동항,675,https://www.badatime.com/675/tide
해남군 북일면 | 북평면,기타,묵동방파제,667,https://www.badatime.com/667/tide
해남군 북일면 | 북평면,기타,사내방조제,676,https://www.badatime.com/676/tide
해남군 북일면 | 북평면,기타,신홍방파제,668,https://www.badatime.com/668/tide
해남군 북일면 | 북평면,기타,안평방파제,666,https://www.badatime.com/666/tide
해남군 북일면 | 북평면,기타,영전리,583,https://www.badatime.com/583/tide
해남군 북일면 | 북평면,기타,영전항,665,https://www.badatime.com/665/tide
해남군 북일면 | 북평면,기타,장죽도,1230,https://www.badatime.com/1230/tide
해남군 산이면 | 황산면,기타,구성리,319,https://www.badatime.com/319/tide
해남군 산이면 | 황산면,기타,부곡리,320,https://www.badatime.com/320/tide
해남군 산이면 | 황산면,기타,산소항,643,https://www.badatime.com/643/tide
해남군 산이면 | 황산면,기타,성산방파제,642,https://www.badatime.com/642/tide
해남군 산이면 | 황산면,기타,옥동리,83,https://www.badatime.com/83/tide
해남군 산이면 | 황산면,기타,징의항,644,https://www.badatime.com/644/tide
해남군 화산면 | 송지면,기타,갈두항,657,https://www.badatime.com/657/tide
해남군 화산면 | 송지면,기타,갈산방파제,655,https://www.badatime.com/655/tide
해남군 화산면 | 송지면,기타,대섬,527,https://www.badatime.com/527/tide
해남군 화산면 | 송지면,기타,땅끝항,508,https://www.badatime.com/508/tide
해남군 화산면 | 송지면,기타,상마도,81,https://www.badatime.com/81/tide
해남군 화산면 | 송지면,기타,송종리방파제,650,https://www.badatime.com/650/tide
해남군 화산면 | 송지면,기타,송평항,646,https://www.badatime.com/646/tide
해남군 화산면 | 송지면,기타,송호리,304,https://www.badatime.com/304/tide
해남군 화산면 | 송지면,기타,송호항,654,https://www.badatime.com/654/tide
해남군 화산면 | 송지면,기타,어란리,458,https://www.badatime.com/458/tide
해남군 화산면 | 송지면,기타,어란진항,78,https://www.badatime.com/78/tide
해남군 화산면 | 송지면,기타,어불항,649,https://www.badatime.com/649/tide
해남군 화산면 | 송지면,기타,좌일방파제,645,https://www.badatime.com/645/tide
해남군 화산면 | 송지면,기타,평호리,585,https://www.badatime.com/585/tide
해남군 화산면 | 송지면,기타,학가리,559,https://www.badatime.com/559/tide
해남군 화산면 | 송지면,기타,학가항,648,https://www.badatime.com/648/tide
해남군 화원면 | 문내면,기타,구림항,1305,https://www.badatime.com/1305/tide
해남군 화원면 | 문내면,기타,매월리,520,https://www.badatime.com/520/tide
해남군 화원면 | 문내면,기타,별암,331,https://www.badatime.com/331/tide
해남군 화원면 | 문내면,기타,시하도,101,https://www.badatime.com/101/tide
해남군 화원면 | 문내면,기타,양화리,103,https://www.badatime.com/103/tide
해남군 화원면 | 문내면,기타,우수영항,100,https://www.badatime.com/100/tide
해남군 화원면 | 문내면,기타,월내리,102,https://www.badatime.com/102/tide
해남군 화원면 | 문내면,기타,임하리,330,https://www.badatime.com/330/tide
해남군 화원면 | 문내면,기타,주광리,424,https://www.badatime.com/424/tide
해남군 화원면 | 문내면,기타,화봉리,1419,https://www.badatime.com/1419/tide
해남군 화원면 | 문내면,기타,화봉리방파제,1263,https://www.badatime.com/1263/tide
홍성군,기타,궁리항,1392,https://www.badatime.com/1392/tide
홍성군,기타,남당항,356,https://www.badatime.com/356/tide
홍성군,기타,어사어항,1390,https://www.badatime.com/1390/tide
홍성군,기타,연새골,1391,https://www.badatime.com/1391/tide
홍성군,기타,홍성죽도,181,https://www.badatime.com/181/tide
화성시,기타,국화도,147,https://www.badatime.com/147/tide
화성시,기타,궁평항,466,https://www.badatime.com/466/tide
화성시,기타,석천항,621,https://www.badatime.com/621/tide
화성시,기타,입파도,179,https://www.badatime.com/179/tide
화성시,기타,전곡항,618,https://www.badatime.com/618/tide
화성시,기타,제부도,150,https://www.badatime.com/150/tide
화성시,기타,화옹방조제,374,https://www.badatime.com/374/tide
